Name,Revenue,HQ Location,LinkedIn URL,Website,Company description,Country,Revenue_M,Main Broker,Main Insurer,Hubspot
22Trust Venture,1886826.0,"Romania, Bucureşti, Bucharest, 010094",https://www.linkedin.com/company/22trustventure,www.22trustventure.com,"Welcome to 22Trust Venture, the FINTECH Startup rebooting Retail banking to bring it to the XXIst century standards. We are a team of determined individuals, all sharing a vision for success. We believe that our sophisticated technology has the potential to renew the entire lending industry to the benefits of everyday people.",Romania,1.886826,,,
Akcenta Romania,628942.0,"Romania, Bucureşti, Bucharest",https://www.linkedin.com/company/akcenta-romania,www.akcenta.ro,"Akcenta is the financial institution that helps businesses maximize their profits by providing unbeatable transaction fees on exchange and foreign payments while offering lightning-speed service and unmatched customer experience. Headquartered in the Czech Republic and with over 51.000 customers in the portfolio, Akcenta is a reliable alternative to working with banks for currency exchange and international payments. Work with us for serious money savings on banking fees and commissions! Get: - tailored offer for your currency exchange needs - money transfers in minutes within some EU countries, maximum 2 hours - exceptional conditions on international payments (over 120 currencies) - outstanding customer support - while we use the latest technologies to support our business, we firmly believe that when dealing with money, you must be attended to by a competent consultant right away, so we won't wreck your nerves by asking you to press buttons, following endless AI assistants' instructions. - a modern and intuitive online platform to manage your transactions - quick onboarding with under 2 hours document verification process Akcenta is the first B2B fintech on the Romanian market, serving over 3.400 happy customers since 2014.  Akcenta has been a member of the RBI group since 2021.",Romania,0.628942,,,
BitMahavi,2022854.0,"Romania, Bucureşti, Bucharest, 4 Sectorul",https://www.linkedin.com/company/bitmahavi,www.bitmahavi.com,"bitMahavi reprezintă o soluție pragmatică pentru piața românească de monezi digitale. Cu peste 10 ani de experiență în Fintech am pornit un proiect orientat către clienți, dezvoltat din nevoile și interesele unei piețe încă în expansiune în România ce are nevoie de soluțiile noastre tehnologice.",Romania,2.022854,,,
Business Capital,1011427.0,"Romania, Constanța, Constanţa, 288 Bdul Mamaia, 900552",https://www.linkedin.com/company/access-capital-romania,www.accesscapital.ro,"Platforma fintech accesscapital.ro a fost creată pentru a oferi soluții de finanțare online și accesul către lichidați pentru ține, într-o manieră modernă și ușoară. Pachetul de finanțare cuprinde factoring și microcreditare, afacerile mici fiind în centrul a ceea ce facem iar pentru această am gândit și creat soluții de finanțare specifice nevoilor  acestora, oferind aprobare  în timp real, integrat și cu documente  minime. Pentru a accesa soluțiile noastre de finanțare, am gândit o analiză foarte simplă a afacerii tale, flexibilă dar mai ales să fie rapidă, combinând tehnologia de azi cu expertiză și cunoașterea dobândită în anii trecuți. Știm că timpul unui antreprenor este foarte important și facem eforturi să răspundem solicitărilor în câteva ore, iar plata contractelor să fie în maxim 24 ore de la aprobare. Suportul este asigurat de către o echipa de profesioniști, cu experiență îndelungată de peste 20 ani în domeniul financiar - bancar iar printr-o abordare fintech urmărim eliminarea dezavantajelor sistemului de finanțare clasic. Înțelegem foarte bine afacea ta, vino să ne cunoști !",Romania,1.011427,,,
EcoFinance Romania,4556876.0,"Romania, Bucureşti, Bucharest, No.54a Building Av. Popișteanu",https://www.linkedin.com/company/ecofinance-romania,creditprime.ro,"A company with a Fintech philosophy. We develop and introduce advanced online lending products, providing friendly service based on international best practice. Following the success of EcoFinance, EcoFinance Romania branch was founded in 2017 by a professional team with a wealth of experience in banking and investment. This experience became the basis for developing new loan products, whose usability fulfils the demands of the digital generation. Innovative EcoFinance loan products allow clients to take out a loan online in just a few minutes—securely, with no need to visit a branch.  In product development, we adhere to the world’s top industry standards and root principles of responsible lending. Our goal is to design and bring to international markets financial services that will become leaders in their respective niches. ------ O companie cu o filozofie Fintech. Dezvoltăm și aducem pe piață produse avansate de creditare online, oferind servicii perfect adaptate nevoilor consumatorilor, și care se bazează pe cele mai bune practici internaționale. În urma succesului înregistrat de compania EcoFinance, filiala EcoFinance România a fost înființată în 2017, de către o echipă de profesioniști, cu o bogată experiență în domeniul bancar și al investițiilor. Această experiență a devenit baza pentru dezvoltarea de noi produse de creditare, a căror utilizare satisface cerințele generației digitale. Produsele inovatoare oferite de EcoFinance permit clienților să încheie un împrumut online în doar câteva minute - sigur, fără a fi nevoie să viziteze o sucursală.  În dezvoltarea produselor noastre, aderăm la standardele industriale de top din lume și respectăm principiile de creditare responsabilă. Scopul nostru este de a proiecta și a aduce pe piețele internaționale servicii financiare de succes, care sa ajungă în top în zona de nișă pe care o abordează.",Romania,4.556876,,,
Finqware,10692014.0,"Romania, Bucureşti, Bucharest, 21 Elena Caragiani Street 8, 014212",https://www.linkedin.com/company/finqware,finqware.com,"Finqware is a European fintech infrastructure provider, licensed as a Payment Institution, helping companies and financial institutions automate treasury operations, gain seamless access to pan-European banking data, and embrace next-generation Account-to-Account payments. By leveraging Open Banking technology, we deliver real-time visibility, connectivity, and innovation across cash management, data aggregation, and digital payments. Finqware helps CFOs and their teams automate their work through its FinqTreasury platform, a Treasury Management Automation solution for multi-entity cross-border organisations, by providing real-time cash management, payments, collections & reporting on top of Open Banking.",Romania,10.692014,,,
Fintech Camp,628942.0,"Romania, Iaşi, Iaşi, 55 Vasile Lupu",https://www.linkedin.com/company/fintechcamp,www.fintech.camp,"Fintech Camp is a network of local grassroots movements bringing people closer to fintech - by bringing fintech in their community. We organise regular meetups in 9 cities across Romania, Moldova, Hungary, Finland, Croatia and Germany. Want to start a community in your town? Drop us a line at hello@fintech.camp.",Romania,0.628942,,,
HeyBlu,29331395.0,"Romania, Bucureşti, Bucharest",https://www.linkedin.com/company/heyblu,www.heyblu.ro,"Founded in 2023, HeyBlu is a fintech company aiming to become a regional player in Central and Eastern Europe. The company’s goal is to develop flexible and transparent financing services using Romanian technology, enabling customers to enjoy the benefits of online shopping through new financing tools that enhance their purchasing power in a simple and convenient way, based on fair and transparent lending rules. HeyBlu is part of the eMAG Group, is regulated by the National Bank of Romania (BNR), and is one of the financial service providers available on eMAG.",Romania,29.331395,,,
ICredit Romania,126939276.0,"Romania, Bucureşti, Bucharest, Nr. 67 Str. Logofat Tautu",https://www.linkedin.com/company/icredit-romania,icredit.ro,"iCredit este de 13 ani unul din principalii jucători din piața financiară nebancară din România, având 115 puncte de lucru și peste 1400 de angajați în întreaga țară. Compania face parte din Management Financial Group (MFG) care reunește furnizori fintech si insuretech din Europa Centrală.  MFG gestionează un portofoliu divers de modele de afaceri de succes: credite de consum, împrumuturi pentru microîntreprinderi și întreprinderi mici, carduri de credit, digital business, asigurări, investiții P2P și alte produse și servicii financiare alternative. Peste 8300 de angajați și colaboratori, prezenți în aproximativ 450 de birouri în Bulgaria, România, Croația, Polonia, Macedonia de Nord și Spania oferă servicii financiare clienților MFG. Grupul are în plan extinderea și pe alte piețe cum ar fi Germania, Mexic, India și Statele Unite.",Romania,126.939276,,,
Lendrise,2709229.0,"Romania, Prahova, Sinaia",https://www.linkedin.com/company/lendrise,www.lendrise.com,"Lendrise Marketplace is a fintech who strongly believes in digital identity, creditworthiness, and health so that people can store and use personal information in their best interests and beyond any political, social, financial, or geographical boundaries. Lendrise is founder member of the rofin.tech 🇷🇴",Romania,2.709229,,,
