Name,Revenue,HQ Location,LinkedIn URL,Website,Company description,Country,Revenue_M,Main Broker,Main Insurer,Hubspot
Knab,426513230.0,"Netherlands, North Holland, Amsterdam",https://www.linkedin.com/company/knab,www.knab.nl,"Knab is een innovatieve online bank in Nederland, opgericht in 2012, die zich richt op zowel zelfstandige ondernemers (zzp'ers) als particuliere klanten. De bank biedt een compleet bankpakket met gebruiksvriendelijke digitale oplossingen, waaronder betaalrekeningen, spaarrekeningen, beleggingsmogelijkheden en pensioenproducten. Knab's missie is om bankieren eenvoudiger en transparanter te maken, met een sterke focus op klantgerichtheid en gebruiksvriendelijkheid. De bank bedient een diverse klantenkring van ongeveer 500.000 klanten, waarvan meer dan 270.000 ondernemers, en streeft ernaar hen te ondersteunen in elke fase van hun ondernemerschap. Knab werkt samen met partners zoals de Kamer van Koophandel (KVK) en Aegon Asset Management om zijn diensten te optimaliseren en klanten te helpen bij het opzetten van hun bedrijf. De bank legt de nadruk op verantwoord beleggen en duurzaamheid, waarbij het milieu-, sociale en governance (ESG) factoren integreert in zijn beleggingsbeslissingen. Klanten kunnen profiteren van aantrekkelijke voorwaarden, zoals gratis transacties en de mogelijkheid om meerdere spaarrekeningen te openen. Met een sterke focus op klanttevredenheid, streeft Knab naar een hoge Net Promoter Score en bevordert het een cultuur van verantwoordelijkheid en samenwerking onder zijn medewerkers. De bank is momenteel in transitie naar nieuwe eigendom onder BAWAG Group, wat zijn groeistrategieën en serviceaanbod verder zal versterken. Knab is toegewijd aan het creëren van waarde voor zijn klanten en de samenleving, en werkt actief aan het bevorderen van duurzame investeringen en het realiseren van de Sustainable Development Goals (SDG's) van de Verenigde Naties.",Netherlands,426.51323,,,
Finom,396512525.0,"Netherlands, North Holland, Amsterdam",https://www.linkedin.com/company/finomhq,finom.co,"Finom is a rapidly growing European B2B financial platform that specializes in providing innovative banking, invoicing, and accounting solutions tailored for entrepreneurs in Germany. The company's mission is to empower businesses by enhancing their financial services experience through advanced features and reliable solutions. Recently, Finom successfully raised €50 million in Series B funding, bringing its total funding to over €100 million, which underscores its commitment to growth and innovation. The platform integrates modern payment solutions like Apple Pay and employs advanced security measures such as FIDO2/WebAuthn to ensure a safe user experience. Finom primarily serves small to medium-sized enterprises, offering them tools to manage their finances efficiently while maintaining a focus on user-friendly technology and customer satisfaction.",Netherlands,396.512525,,,
2knowlab,628942.0,"Netherlands, North Holland, Amsterdam, 47 Daalwijkdreef, 1103",https://www.linkedin.com/company/2knowlab,2knowlab.com,"Tailored advisory services on Fintech, PSD2, and Payments. 2knowlab is your fresh perspective on navigating the Fintech and payments world. We provide you with continuous improved customer experience and increased attractiveness of your products and services through our effective approach. Simply by our custom and innovative approach. Do you require specific expertise (Fintech, PSD2 or Payments) or do you need help to respond to changes in legislation? Can you use some support for your go-to-market or enhance your value proposition or business model? 2knowlab is your answer. We find ways to make a tangible impact in a competitive and continually changing environment. High-quality solutions and advice: With our innovative and hands-on approach, we offer you on-demand knowledge with a lot of transparency. With over 20 years of experience in Financial Services at top companies in the financial sector, every answer to your question is substantiated and well-conceived.  You can count on significant experience and expertise with a lot of flexibility. See us as a temporary addon to your team, to help you adapt, grow or innovate, in order to stay competitive. We are facilitators that support you with our specialised knowledge. Knowledge we not only use to make your business outstanding in innovation, but we also use to share via workshops and training. That way, we provide sustainable solutions our clients can use themselves. Are you ready to achieve great results? Schedule a 15-minute consultation via https://2knowlab.com/#about",Netherlands,0.628942,,,
4PP Audit,1257884.0,"Netherlands, Gelderland, Maurik, 22 Kievit, 4021",https://www.linkedin.com/company/4ppaudit,4ppaudit.nl,"4PP Audit - Internal Audit as a Service - Consultancy en Trainingen 4PP Audit is een jong en dynamisch bedrijf. Wij zijn specialisten op gebied van Internal Audit. Wij bieden uw organisatie diverse mogelijkheden aan om uw Internal Audit Functie in te vullen of te ondersteunen. 4PP Audit – For People & Processes. Dat is waar wij voor staan en wat ons motiveert. Door middel van het uitvoeren van Internal Audits dragen wij bij aan het verder verbeteren van de interne processen ten behoeve van de belanghebbenden, de mensen! Audit to improve! Het verbeteren van processen en informatievoorzieningen zodat u meerwaarde kunt creëren voor uw klanten, belanghebbenden en medewerkers. Ons team bestaat uit professionals met veel relevante kennis en ervaring. Naast ons eigen team hebben wij een netwerk van professionals die ons, waar nodig, kunnen ondersteunen. Daardoor kunnen wij flexibel zijn en beschikken wij over veel mogelijkheden. Dit, om de juiste kennis en ervaring in te zetten bij een Internal Audit. Persoonlijk contact en korte communicatielijnen, daar houden wij van. Wij vinden dat ook van belang voor een goede samenwerking en om ervaring en kennis te delen. Hierdoor kunnen wij een optimale dienstverlening leveren. Kiezen voor 4PP Audit betekent dat u kiest voor specialistische ervaring en kennis van uw branche. Wij richten ons op specifieke segmenten, omdat daar onze kennis en ervaring ligt. Daarnaast kiest u voor onze persoonlijke benadering. Dit alles, tegen een eerlijke prijs. Onze dienstverlening richt zich voornamelijk op pensioenfondsen, vermogensbeheerders en fintech bedrijven. Wilt u meer weten over ons en over onze diensten, dan kunt u contact opnemen met Daniël Brouwer via email contact@4ppaudit.nl",Netherlands,1.257884,,,
A-DCM,2289693.0,"Netherlands, North Holland, Amsterdam, 555 Keizersgracht, 1017",https://www.linkedin.com/company/a-dcm,www.a-dcm.com,"ADCM offers bespoke transaction and consultancy support to carefully selected players in the alternative debt and FinTech scene. Building upon our extensive network, ability to innovate, industry expertise and track record we relentlessly dedicate ourselves to the growth potential of our clients and partners✦",Netherlands,2.289693,,,
AC Pays,172398.0,"Netherlands, North Holland, Zaandam",https://www.linkedin.com/company/ac-pays,www.acpays.com,"AC Pays provides premier Payment services and consultancy. We take pride in being best in class at Client Care and Customer satisfaction.  It is where we make the difference. New Payment solutions: Founded in 2017, ACPays provides premium Payment Solutions through a connected network of quality PSP's and Tier 1 Acquiring Solutions.  We assist and provide solutions to new and existing Retailers & online Merchants, who are involved in Online Payment Processing.  Payments and Relationship Management: Setting up new Payment channels and products is often time consuming. We assist with all aspects of the initial Application and Boarding process to unsure a smooth transition. Tech, Financial, Contractual support is included. Besides this, AC Pays provides dedicated services for day to day PSP and/or Acquirer Relationship Management.  If required, we act as your (external) Payments Team, ensuring that you receive quality support and timely feedback on any Payment related matters. Our knowledge and network allow us to stay up to date in the fast moving Payment and FinTech landscape. ACPays can really make a difference. And we will happily prove this to you..",Netherlands,0.172398,,,
Achmea Innovation Fund,3342108.0,"Netherlands, North Holland, Amsterdam-duivendrecht, Mediarena",https://www.linkedin.com/company/achmea-innovation-fund,www.achmeainnovationfund.nl,"Achmea is launching a corporate strategic venture capital fund that will provide early stage and growth capital to companies that are active in the areas of healthcare, the safe living environment and income provision. The fund will also focus on emerging technologies in Fintech and Insurtech.",Netherlands,3.342108,,,
Actuary.aero,11539362.0,"Netherlands, North Holland, Amsterdam",https://www.linkedin.com/company/actuary-aero,www.actuary.aero,"actuary.aero is a fintech company and provides the most accurate, timely and complete risk exposure insights for all stakeholders in the card payment eco system. Actuary provides the actuary.aero platform, which is a highly secured communication platform for open transaction and voucher reporting between travel and other deferred delivery merchants and acquirers. We enhance existing travel data to support acquirer risk and payout management, helping our partners to make better decisions in their (credit) risk management, sales and treasury activities. We are the trusted 3rd party providing transparent risk reports to acquirers and merchants, and have 12+ years experience in the field of data handling, payments and travel. Actuary's vision is to enhance trust and transparency in the Deferred Delivery Merchants Payment Ecosystem.",Netherlands,11.539362,,,
Allshare Finance,12689138.0,Netherlands,https://www.linkedin.com/company/all-media-banking-bv,www.allshare.nl,"Allshare, FinTech with experience Allshare calls itself a FinTech with experience. Why? For years, Allshare has been providing financial services with reliable software. It is up to date and develops products with the most modern approach. The software communicates with other systems that currently are part of an extensive IT landscape of banks and insurers. In conclusion, Allshare is an excellent mix of years of experience and FinTech approach to technology. Allshare has more than 25 years of experience as a vendor of secure and efficient banking solutions to numerous national and international clients, from its office in The Netherlands. The company provides solutions for private wealth management and retail banking, including secured online banking. Allshare is an independent company and is a leading innovator in the field of banking solutions. With its membership with BIAN (banking industry architecture network), it aims to seamlessly integrate its solutions into existing banking landscapes worldwide.",Netherlands,12.689138,,,
Annum,2515768.0,"Netherlands, South Holland, The Hague",https://www.linkedin.com/company/annumcapital,annumcapital.com,Annum® is a FinTech company providing non-dilutive capital to Software-as-a-Service (SaaS) businesses with a recurring revenue stream.,Netherlands,2.515768,,,
Benjamin Auctus,2289693.0,Netherlands,https://www.linkedin.com/company/benjamin-auctus,benjaminauctus.com,"Benjamin Auctus is a boutique financial marketing agency that is uniquely positioned to address the specific marketing and communication needs of financial institutions. We cater to an extensive range of financial industries, including the capital markets, insurance, fintech, governmental, and financial advisory services. Drawing on our years of diverse experience and expertise, we effectively navigate the complexities that financial marketing often entails. This involves staying compliant with applicable regulations, educating and engaging new customer demographics, differentiating products and services, building trust, and communicating complex propositions with simplicity and clarity.",Netherlands,2.289693,,,
Bitsafe,6081148.0,"Netherlands, North Holland, Amsterdam, 23d Danzigerkade, 1013",https://www.linkedin.com/company/bitsafe,www.bitsafe.com,"As a Fintech scale-up, Bitsafe is positioning itself as one of the early disruptors of the banking industry. Bitsafe’s vision is to make the internet a safe place to engage in financial transactions, free from privacy infringement, identity theft and governmental control. Bitsafe's products include providing Basic Payment Accounts with Dutch IBAN, receiving and sending SEPA transactions, merchant credit card processing services, Bitsafe Debit Card, domain name registrations with extended privacy shield, network privacy and security services and trademark protection services. Bitsafe: Protecting Your Identity Online. Bitsafe is headquartered in Amsterdam but has offices in Prague, Budapest, New York and San Francisco. We are a member service provider for both VISA and MasterCard, Payment Facilitator, registered Payment Institution with the Dutch Central Bank, participant with the European Payments Council, executive board member of the European Payment Institutions Federation, ccTLD Registry, ICANN accredited registrar and level 1 PCI compliant. Bitsafe is currently adding new people to its team with professionals that are excited to disrupt the financial industry.  Are you ready to join our team? Check our our job vacancies!",Netherlands,6.081148,,,
BlueSuit,628942.0,"Netherlands, North Holland, Amsterdam, 123a Nieuwe Herengracht, 1011sc",https://www.linkedin.com/company/bluesuit-b-v-,www.bluesuit.nl,"BlueSuit is de eerste FinTech-onderneming die objectief en onafhankelijk uw financiële toekomst en bedrijfswaarde prognosticeert.  Dezelfde kwaliteit als de grote corporate finance huizen, maar dan vele malen voordeliger! Met behulp van geavanceerde algoritmes en modellen formuleert BlueSuit het meest aannemelijke financiële scenario van uw onderneming. BlueSuit trekt historische resultaten niet simpelweg door naar de toekomst, maar weegt individuele verbanden uit het verleden af, mits er een theoretische onderbouwing is. Hierbij wordt er rekening gehouden met relevante risicofactoren op micro-, meso- en macroniveau.  Met behulp van BlueSuit-rapportages wordt duidelijk: •	wat de waarde van uw onderneming is; •	hoeveel dividend er maximaal kan worden uitgekeerd; •	en of u voldoende financiering heeft. Voor meer informatie zie www.bluesuit.nl",Netherlands,0.628942,,,
BW Banking Support BV,10382022.0,"Netherlands, North Brabant, S-hertogenbosch, 19 A Het Sterrenbeeld",https://www.linkedin.com/company/banking-support,www.wdl.nl,"De activiteiten van BW Banking Support BV zijn geïntegreerd in Wielen de Leeuw BV.  En onze dienstverlening?  Die blijven we net als altijd op een hoog niveau behouden én volop ontwikkelen! 		  Vanuit passie, overtuiging èn doorzettingsvermogen creëer je de benodigde kansen. Wielen de Leeuw ontzorgt organisaties met specialisten op het gebied van: •	Funding van projecten / financieringen •	Strategie ontwikkeling •	Human Resource Development Onze portefeuille omvat met name dienstverlenende organisaties en afdelingen zoals banken, verzekeraars, fin-tech ondernemingen, zorginstellingen en overheden. De reden hiervoor? Die ligt opgesloten in onze aard om altijd meer, sneller en beter te presteren dan verwacht. Onze relaties ervaren dat keer op keer en vragen ons daarom ook op andere gebieden om ondersteuning. Waar anderen kennis bieden, leveren onze specialisten resultaten.  Dàt is ons onderscheidend vermogen. Zo bewijzen wij zelf ook dag in, dag uit waarom relaties voor ons kiezen:            Werk aan Kansen 	                Alles is mogelijk  Is uw interesse gewekt of heeft u een vraag, stel deze dan gerust. Wij staan altijd open voor een vrijblijvend gesprek.",Netherlands,10.382022,,,
Calorie Token,1174472.0,"Netherlands, Overijssel, Enschede, Willem Wilminkplein",https://www.linkedin.com/company/calorie-token,calorietoken.net,"Calorie is an XRP Ledger FinTech business focused on the food and beverage industry (F&B). Calorie is created by a team of engineers and entrepreneurs who believe in the future of crypto and tokenization. We at CalorieToken target the worldwide F&B industry and aim to become the most used payment method within the industry. Our token runs on the XRP Ledger (XRPL) and is well known for its superior speed, low cost, scalability and sustainability. Social media channels: Twitter: https://twitter.com/CalorieToken Facebook: https://www.facebook.com/CalorieToken-100422882407878 Instagram: https://www.instagram.com/calorietoken/ Telegram: https://t.me/joinchat/8jIusxwzMVI0NGVk",Netherlands,1.174472,,,
Capilex,4402594.0,"Netherlands, North Brabant, Vught, 1 Dorpsstraat, 5261",https://www.linkedin.com/company/capilex,www.capilex.com,"Innovatieve financier voor het Midden- en Kleinbedrijf Capilex is een toonaangevende FinTech-organisatie die zich specialiseert in de financiering en ondersteuning van het midden- en kleinbedrijf (MKB). Met een focus op innovatieve oplossingen biedt Capilex ondernemers de financiële middelen en strategische begeleiding die nodig zijn om te groeien, herstructureren of herstellen. Missie Capilex streeft ernaar om complexe financieringsvraagstukken te vereenvoudigen door gebruik te maken van technologische ontwikkeling en vergaande expertise in banking en finance. Met transparantie, snelheid en maatwerk als kernwaarden biedt Capilex een betrouwbare partner voor ondernemers die behoefte hebben aan flexibele en duurzame financieringsoplossingen. Expertise Capilex onderscheidt zich door zijn vergaande kennis van complexe financiële structuren en een sterke focus op de praktische toepassing van technologie. De dienstverlening omvat: Financiering (Her)financiering van schulden: Oplossingen op maat voor ondernemers die kapitaal nodig hebben om hun activiteiten te optimaliseren of hun financiële structuur te verbeteren. Beleggen Een belegging in Capilex biedt een unieke kans om te investeren in een innovatieve FinTech-organisatie die de financiering van het midden- en kleinbedrijf transformeert met geavanceerde technologieën zoals blockchain en AI. Met een bewezen expertise in (her)financiering en bijzonder beheer, gecombineerd met een sterke klantgerichte aanpak, biedt Capilex duurzame groei en waardecreatie. Door te investeren in Capilex draagt u bij aan de ondersteuning van ondernemers en profiteert u van een goed rendement. Capilex heeft een stevige reputatie opgebouwd als betrouwbare en vooruitstrevende partner binnen de wereld. Capilex: Financiële oplossingen met een innovatieve blik.",Netherlands,4.402594,,,
Change,7415899.0,"Netherlands, North Holland, Noordwijkerhout, 89 Westeinde, 2211",https://www.linkedin.com/company/changeinvest,www.changeinvest.com,"At Change, we believe the world’s a better place when everyone invests. That’s why we’ve been making it simple, affordable, and accessible since 2011. Whether it’s cryptos, ETFs, or CFDs across stocks, forex, and commodities — Change puts powerful investing in your hands. Easy to use, low in fees, and open to all — start your journey with just €10. Today, tens of thousands of people across 30 European countries trust Change to grow their wealth and take control of their financial future. Our fully mobile platform makes investing effortless — empowering anyone, anywhere, to build a better tomorrow. Regulated in the Netherlands and Estonia, we combine trust and security with the freedom to invest without unnecessary complexity. Change is majority-owned by Andromeda Capital Partners Suisse, a Switzerland-based private equity firm known for its investments in innovative financial technology and brokerage companies. Founded by well-known entrepreneurs Ingmar Mattus — co-founder of the global brokerage firm Tickmill — and Antonis Dessipris, Andromeda has built a powerful global fintech ecosystem that includes the US-based futures and options broker MetroTrade, trading platform provider AgenaTrader, and proprietary trading firm TradersYard. With the support of Andromeda’s extensive portfolio of companies, Change is well-positioned to make a lasting impact on the financial landscape in Europe and beyond. We’re a diverse, mission-driven team united by one goal: to make wealth creation accessible to everyone. We move fast, care deeply about our customers, and believe in the power of personal ownership. If you’re driven by purpose, passionate about impact, and love what you do — come build the future of investing with us.",Netherlands,7.415899,,,
ClubCollect,9748594.0,"Netherlands, Drenthe, Assen, 24 Beilerstraat, 9401",https://www.linkedin.com/company/clubcollect,www.clubcollect.com,"ClubCollect is a software-as-a-service FinTech company headquartered in Amsterdam. We help associations, foundations and entrepreneurs to optimise cash flow by automating revenue management and invoice collection process through simple and intuitive website plugins, widgets and payment requests. Customers using our software report of improved cash flow while eliminating troublesome and time-consuming payment chasing and tracking. Invoices and payment requests are sent via email, SMS or letter and we provide the options to pay in full or by optional instalments if desired. Users take full control over the revenue collection process and have a real-time visibility into their revenue to cash performance. ClubCollect can be used alongside accounting and CRM systems such as Sportlink, LISA, KNLTB.Club, AllUnited, Exact Online and Visma.",Netherlands,9.748594,,,
Coinranking,5032698.0,"Netherlands, Groningen, Groningen, 9727kb",https://www.linkedin.com/company/coinranking,coinranking.com,"Coinranking is a leading provider of independent crypto data infrastructure, built for banks, fintech companies, and institutions. Founded in the Netherlands in 2017, we aggregate real-time and historical data on over 50,000 assets, 300+ blockchains, and hundreds of centralized and decentralized exchanges. Our API is designed for simplicity, performance, and compliance. Whether you need fast integration or deeply tailored solutions, we support both plug-and-play and fully customized endpoints—backed by Service Level Agreements, guaranteed uptime, and a dedicated developer team. Coinranking is trusted by over 40,000 clients globally, including banks, hedge funds, universities, and platforms building on-chain and off-chain intelligence. We operate with full neutrality, with no involvement in trading or custody—delivering clean, context-rich data you can rely on. Enterprise-grade crypto intelligence. Built for scale. Delivered on your terms. 🌐 enterprise.coinranking.com",Netherlands,5.032698,,,
Connecting The Dots In FinTech - Funding & M&A,3460674.0,"Netherlands, North Holland, Amsterdam, 1-3 Schippersgracht, 1011",https://www.linkedin.com/company/marcel-van-oost,www.connectingthedotsinfin.tech,Connecting the dots in FinTech... For all Global FinTech Funding News. www.connectingthedotsinfin.tech,Netherlands,3.460674,,,
Credit Exchange Groep,1886826.0,"Netherlands, South Holland, Rotterdam, 16 Blaak, 3011",https://www.linkedin.com/company/credit-exchange-groep,www.creditexchange.nl,"De Credit Exchange Groep is een toonaangevende full service credit management organisatie. Met ruim 200 medewerkers en ruim 20 jaar ervaring in financiële dienstverlening zijn wij dé gespecialiseerde partner in de afhandeling van betalingen. Zowel die tussen bedrijven en consumenten, als tussen bedrijven onderling. Met ons portfolio bieden wij onderscheidende, kostenefficiënte en gebruiksvriendelijke financieringsoplossingen voor ondernemers, bedrijven en consumenten. Wij groeien hard. De Credit Exchange Groep omvat meerdere bekende namen.  DirectPay en WebCasso zijn gespecialiseerd in de afhandeling van het financiële verkeer tussen bedrijven en consumenten en tussen bedrijven onderling.  Kedin Commercial Finance biedt ondernemers factoring en cashflow-oplossingen. Kedin Consumer Finance biedt consumenten de mogelijkheid producten of diensten gespreid te betalen.  Anders Medical Factoring neemt het debiteurenrisico van tandartsen en andere medische ondernemers over en bewaakt de klantrelatie met debiteuren.  BringWay is een baanbrekend platform dat consument-debiteuren en schuldhulpverleners snel een compleet overzicht biedt in de betalingsachterstanden of schuldensituatie. Onze innovatieve - soms disruptieve - fintech-, paytech- en faretech-oplossingen worden ontwikkeld door Ximedes.  Wil jij werken in een organisatie binnen de financiële dienstverlening waar IT en business innovaties de dagelijkse agenda bepalen? Waar technologie, klantvriendelijkheid en resultaatgerichtheid hand in hand gaan? Voor zowel de Groep als voor de verschillende dochterbedrijven zoeken wij gemotiveerde, ondernemende mensen.",Netherlands,1.886826,,,
DEX,628942.0,"Netherlands, North Holland, Amsterdam, 1081ab",https://www.linkedin.com/company/paywithdex,www.dexpay.com,"DEX is een fin-tech / food-tech start-up gevestigd in Amsterdam en recent is een grote investering opgehaald. DEX gaat een revolutie teweeg brengen in de restaurantindustrie. Het is de eerste app waarmee je direct kan reserveren én betalen bij restaurants. Inmiddels doen 100 toprestaurants mee. Door met DEX te betalen sparen gebruikers automatisch gemiddeld 10% van het bonbedrag in punten. DEX heeft een app voor consumenten en een app voor de zakelijke markt: -	Zakelijk: directe koppeling met zakelijke bankrekening, waardoor medewerkers zakelijke diners niet meer hoeven voor te schieten en geen saaie declaratieformulieren meer hoeven in te vullen. Een soort van Uber voor zakendiners dus. -	Consument: het gemak van betalen via een app en punten sparen bij vele toprestaurants.",Netherlands,0.628942,,,
Dicutech,5465434.0,"Netherlands, Kansas, Utrecht, 100 Europalaan, 3526",https://www.linkedin.com/company/dicutech,dicutech.com,Dicutech is an ISO/IEC 27001:2013 and ISAE 3402 Type 2 certified fintech blockchain company. With proprietary cryptocurrency infrastructure we help businesses seamlessly adopt and take advantage of new financial technology.,Netherlands,5.465434,,,
