Name,Revenue,HQ Location,LinkedIn URL,Website,Company description,Country,Revenue_M,Main Broker,Main Insurer,Hubspot
A2F Solutions,1257884.0,"Germany, Berlin, Berlin, 27 Mittenwalder Str., 10961",https://www.linkedin.com/company/a2f-solutions,www.a2f-solutions.com,A2F Solutions is a consulting company specialized in developing FinTech (financial technology) schemes and products. We provide solutions to financial institutions seeking to increase their participation in the MSME sector and thus promote access to finance. A2F Solutions leverages the international experience and professional background of its partners and associates. Our services range from product design to business implementation.,Germany,1.257884,,,
AAZZUR,12578840.0,"Germany, Berlin, Berlin, 32 Hardenbergstraße, 10623",https://www.linkedin.com/company/aazzur,www.aazzur.com,"AAZZUR is reinventing how banks are built, how banking data is used to increase satisfaction, retention and monetisation and how fintechs work with banks. We are bringing the next innovation wave after challenger banking. Fintech innovation is changing banking. 10 years ago financial institutions built most of their own infrastructure, products and services themselves.   The new paradigm is to connect services together. This is more flexible, cheaper and more powerful.  AAZZUR is a layer above the banks and fintechs to facilitate the exchange of data, messages and transactions. This is the promise of open banking.  We developed an open banking platform that will revolutionize how data is monetized, customers are serviced, and how banks and fintechs can be built.  It’s a marketplace to provide the next wave of financial services. As a user, you will enjoy a seamless financial experience, with just one app: all your money management needs in one simple and enjoyable place. WHAT OTHERS ARE SAYING ABOUT AAZZUR:  “AAZZUR would have lowered our time to market significantly” Fintech founder, Lav O.  “With AAZZUR we are saving significant funds to realize our strategy” Head of Innovation, N/D Bank, Mariusz O.  “I needed to open a bank account in Germany when I moved here, and no bank was helping me. With AAZZUR I had my new account in a jiffy, and can do much more than I thought I could. ” Freelance Programmer, Andrew V.",Germany,12.57884,,,
Abilita GmbH,6918362.0,"Germany, Bavaria, Regensburg, 20 Prüfeninger Straße, 93049",https://www.linkedin.com/company/abilita-gmbh,abilita.de,"abilita ist ein Fintech Unternehmen und bietet Onlinehändlern ein Rundum-Sorglos-Paket entlang der gesamtem finanziellen Wertschöpfungskette. Die maßgeschneiderten Leistungen reichen dabei von Risk Services und Fraud Prevention in Echtzeit, über die Zahlungsabwicklung bis hin zu einem auf die individuellen Bedürfnisse des E-Commerce zugeschnittenen Forderungsmanagements.  Über eine einzige Schnittstelle erhalten Merchants ein sicheres, bedienungsfreundliches, sowie national und international, einsetzbares Servicepaket mit allen gängigen Bezahlmethoden aus einer Hand. Somit profitieren Onlinehändler von einer zukunftssicheren Komplettlösung, um auch weiterhin am rasanten Wachstum des E-Commerce zu partizipieren. Als Payment Service Provider und Spezialist für kundenerhaltendes Forderungsmanagement stellen wir uns den immer höheren Anforderungen und entwickeln unsere IT-Systeme, Prozesse, Workflows und Services kontinuierlich weiter.  Mit unseren White-Label-Lösungen agieren wir für unsere Kunden unsichtbar im Hintergrund und bieten eine 100% Zahlungsgarantie bei Kauf auf Rechnung und SEPA-Lastschrift. Damit gehören Forderungsausfälle für unsere zufriedenen Merchants der Vergangenheit an.",Germany,6.918362,,,
AccAnalysis,988185.0,"Germany, Berlin, Berlin",https://www.linkedin.com/company/accanalysis,accanalysis.com,"AccAnalysis is a Fintech company that develops technology for financial institutions. Our platform helps end-users save and invest for their future, so we like to think we’re helping people in small ways. The plan for us is to make the platform intelligent piece-by-piece, to help people manage their spending and money every day.",Germany,0.988185,,,
Advision360,1381858.0,"Germany, North Rhine-westphalia, Köln",https://www.linkedin.com/company/advision360-plattform,www.advision360.de,"Finanz- und Vorsorgeberatung ist komplex und aufwendig! Trotz Sorge vor der finanziellen Zukunft betrachten Kunden klassische Finanz- und Vorsorgeprodukte immer kritischer und verlangen nach individuellen Lösungen. Aus Beratersicht führt dies unweigerlich zu erhöhter Komplexität in der Kundenansprache und Beratung. Es mangelt an passender technologischer Unterstützung, innovativen Vertriebsansätzen und Support im Rahmen der (digitalen) Customer Journey - es fehlt eine ganzheitliche Lösung, die Berater (und Kunde) entlang der gesamten ""Finanz- und Vorsorge-Journey"" begleitet.   Das wollen wir ändern! Wir sind eine digitale Plattform, auf der qualitätsorientierte Finanz-und Vorsorgeberater alle notwendigen Unterstützungen für eine erfolgreiche Kundengewinnung u. qualifizierte Beratung perfekt aufeinander abgestimmt zur Verfügung gestellt bekommen! Eine einzigartige Beratungstechnologie, Marketing-Support und up to date Weiterbildung. Unser Ziel ist es, dass Sie Ihre Kunden begeistern und somit Ihre Abschlussquote nachweislich erhöhen. Zu unseren Kunden zählen: Makler & Exklusivvermittler, Banken & Versicherungen, Finanzplaner & Vermögensberater sowie FinTechs & InsurTechs.",Germany,1.381858,,,
Akount,1216601.0,"Germany, Berlin, Berlin",https://www.linkedin.com/company/akountapp,,"Akount, the neobank for teenagers",Germany,1.216601,,,
Altii,628942.0,"Germany, Hesse, Frankfurt Am Main, 7-9 Fellnerstraße, 60322",https://www.linkedin.com/company/altii-gmbh,www.altii.de,"The financial industry is evolving, and information formats are evolving with it. altii supports financial institutions in making their topics visible and translating complex content into professional media formats. We produce interviews, videos, podcasts, events, and livestreams for asset managers, banks, fintechs, and consulting firms. Our clients value the combination of technical excellence, industry expertise, and clear communication. With AI-supported workflows, remote studios, and modern production technology, we deliver content quickly and efficiently. We design formats, automate production processes, and ensure secure distribution across all major channels. altii stands for high-quality media production that builds trust, strengthens market presence, and reaches the audiences that matter.",Germany,0.628942,,,
Arbitrage Investment AG,5527432.0,"Germany, North Rhine-westphalia, Köln, 22 Max-planck-str., 50858",https://www.linkedin.com/company/arbitrageinvestmentag,www.arbitrage-investment.de,"Die Arbitrage Investment AG ist eine börsennotierte Investmentgesellschaft, deren diversifizierte Geschäftsmodelle hauptsächlich von Tochterunternehmen betrieben werden. Die Investmentstrategie konzentriert sich auf den langfristigen Einsatz in innovativen Wachstumsmärkten und -unternehmen, mit einem speziellen Fokus auf risikoarme Arbitrage. Das Portfolio umfasst Investment Management, Beteiligungsmanagement, Grundstücksvermietung, Fintech-Dienstleistungen, erneuerbare Energien, Apothekenverlag, Biotechnologie, OTC-Medikamente, Medizintechnik, medizinische Ausrüstung und Verbrauchsmaterialien, In-vitro-Diagnostika, Wearables, IoMT (Internet of Medical Things), das Recycling und die Wiederverwertung (Second Life) von elektronischen Komponenten, Medizintechnik, Consumer Electronics, Lithium-Batterien, Elektromobilität, erneuerbare Energien sowie wegweisende Künstliche Intelligenz. WKN: A3E5A2 ISIN: DE000A3E5A26  Symbol: L1A  Land: Deutschland Börse: Hamburg",Germany,5.527432,,,
ARGO Trade Solutions,1257884.0,"Germany, Berlin, Danziger Str",https://www.linkedin.com/company/argo-trade-solutions,,"ARGO is the easiest way to insure and finance trade transactions worldwide. Our unique business concept is supported by one of the best venture capital investors in the world. Business partners, investors and customers already certify us to be the potentially ""hottest FinTech"" startup in the trade finance space worldwide. We have recently launched the first version of our product and prepare everything for our official launch. To continue the dynamic growth, we need you! So take part in our success story and help shape the future of international trade.",Germany,1.257884,,,
Aufinity Group | Bezahl.de,84278228.0,"Germany, North Rhine-westphalia, Köln, 89 Hohenzollernring, 50672",https://www.linkedin.com/company/bezahl-de-nx-technologies-gmbh,www.bezahl.de,"The Aufinity Group is one of the fastest-growing fintech companies in Europe and has a vision of making Autonomous Finance the standard in the automotive industry. With its product brands bezahl.de in German-speaking countries and Aufinity for international markets, order-to-cash processes are digitized and accelerated. The aim is to simplify financial processes so that partners can concentrate on what matters most—their customers, their business, and their goals.",Germany,84.278228,,,
AUTO1 FT,20768022.0,"Germany, Berlin, Berlin",https://www.linkedin.com/company/auto1-fintech,auto1-ft.com,"AUTO1 Fintech bundles all relevant financial solutions for car dealers in a fully digital, fast and straight forward environment. Our aim is to make automobile financing in both B2B and B2C sectors simple, fast and above all digital. AUTO1 FT GmbH was founded in late 2017 and is currently operating in Germany, France and Austria. With the know-how and economic strength of our investors, we will soonish target further international expansion.",Germany,20.768022,,,
AXOVISION,628942.0,"Germany, Berlin, Berlin, 23 Rudi-dutschke-straße",https://www.linkedin.com/company/axovision,www.axovision.com,AXOVISION is a next-gen fintech consultancy. By providing financial institutions with cutting-edge AI and Quantum Computing solutions we empower our clients to navigate their technological future with maximum precision. Book your first free consultation on: calendly.com/axovision,Germany,0.628942,,,
BANCOS,9020318.0,"Germany, Berlin, Berlin, 150 Hohenzollerndamm, 14199",https://www.linkedin.com/company/g&h-bankensoftware-ag,www.bancos.com,"Fit for your future of banking. Since our foundation in 1988, we have been developing software for banks and fintechs under the BANCOS brand at our Berlin location. Our B2B solutions in the areas of core banking systems, workflow-based process automation, embedded finance, and online banking are used by national and international financial institutions. To complete our product and service portfolio, we have built an extensive and close-knit partner network, including in the areas of IT outsourcing and application management. The flexible BANCOS software solutions ensure that our customers' processes work in optimal harmony. They are characterized in particular by a smart scope for customization. This enables us to address the individual business models in the banking market and to contribute to secure the business success of our customers with our software - today and tomorrow. Our teams work together in a customer-oriented, cross-functional and agile manner, combining technological expertise with detailed banking and financial knowledge.",Germany,9.020318,,,
BankenScore,1257884.0,"Germany, Berlin, Berlin, Wielandstraße, 10625",https://www.linkedin.com/company/11687592,,"BankenScore is the SME scoring platform of the future. We partner with all relevant players when it comes to creditscoring: SMBs, Banks and Creditbureaus. BankenScore provides the only platform in Europe: - to check and understand your SME credit rating for free. - to update credit information and correct it if necessary. - to get matching score-based financial offers. BankenScore has set itself the goal of helping smaller entrepreneurs to understand their creditscore and its relevance in daily business. In partnership with various credit-bureaus we help entrepreneurs to understand what information is stored about them with credit bureaus and what they need to do to be optimally prepared to conduct successful credit counseling with banks. Our goal is for self-employed people and entrepreneurs to spend less time researching loan offers and to be able to immediately compare and apply for suitable offers. BankenScore cooperates with various fintechs and banks, to provide matching financial offers and thereby reduce inefficiencies in the overall lending process. Banks profit from previously analysed and pre-scored company information and faster credit decisions, thereby reducing marketing- and salescost.",Germany,1.257884,,,
Bankhaus Scheich Wertpapierspezialist AG,27673448.0,"Germany, Hesse, Frankfurt Am Main, 21 Roßmarkt, 60311",https://www.linkedin.com/company/bankhaus-scheich,www.bankhaus-scheich.de,"At Bankhaus Scheich / tradias, we provide the necessary infrastructure and services to enable all institutional investors to access the enormous potential of digital assets. The decades of accumulated knowledge of Bankhaus Scheich as one of the leading securities trading banks and market maker on the Frankfurt Stock Exchange is now flowing into the FinTech arm tradias. Bankhaus Scheich / tradias already enables its customers to trade a variety of cryptocurrencies and other digital assets in a regulated environment, as well as to access a range of other digital asset services such as tokenization, asset management or borrowing/lending. Our core and history is in trading and market making – building on these capabilities and experience, we are now creating a holistic financial services offering for digital assets. Bankhaus Scheich is providing services in •	Brokerage •	Capital Markets •	Bond trading for institutional clients •	Market Maker on the Frankfurt Stock Exchange •	Sales Trading •	Consulting •	Digital Assets",Germany,27.673448,,,
