Name,Revenue,HQ Location,LinkedIn URL,Website,Company description,Country,Revenue_M,Main Broker,Main Insurer,Hubspot
Aptic AB,26724080.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/aptic-ab,www.aptic.net,"Aptic is a fast-growing Northern European fintech company that has developed an advanced and comprehensive platform covering credit solutions for Ecom/POS, Invoice to Cash, Factoring, Loans/Deposit, and Debt Collection. The platform is based on over 20 years of experience and knowledge and can be combined with a number of modules. The result is one of the best, most comprehensive and advanced solutions in the market. Aptic sees its role as an enabler of innovation in the fintech area both in terms of time-to-market and on the product and technology side. Aptic’s customers can be found all over northern Europe. There are about 70 people in the offices in Stockholm, Skövde, Oslo, and The Hague.",Sweden,26.72408,,,
Aros Production,628942.0,"Sweden, Skåne, Malmö, Amiralsbron, 211 41",https://www.linkedin.com/company/arosdigital,,"Digital transformation, Fintech and New Tech.",Sweden,0.628942,,,
Banky,6739093.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/banky-ab,banky.se,"Banky är ett svenskt fintech-bolag grundat 2021. Vi strävar efter att erbjuda ett komplett utbud av schyssta, privatekonomiska tjänster – för alla. Med ett individanpassat förhållningssätt kan vi ge dig verktygen för en tryggare och mer hållbar ekonomisk framtid.",Sweden,6.739093,,,
Betalo,7220457.0,"Sweden, Stockholm, Stockholm, 33 Drottninggatan, 111 51",https://www.linkedin.com/company/betalo-ab,www.betalo.com,"Pay bills with your credit card With Betalo, you can use your card to easily pay bills and send money to Swedish bank accounts. Extend your payment period and collect bonus points and other rewards connected to your credit card, simply by paying your bills Betalo is a Stockholm based FinTech startup aiming to become a leading mobile-first bank. Betalos mission is to simplify everyday financial use, while making it more personal and transparent. Our team has an extensive technical and financial background, and we care deeply about making Betalo simple and secure to use.",Sweden,7.220457,,,
BeTefex AB,481363.0,Sweden,https://www.linkedin.com/company/betefex,betefex.se,"Develops real-time logic solvers for fintech problems, with a specific focus on trade discovery and pricing in complex combination markets.",Sweden,0.481363,,,
Biork AB,629334.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/interactive-thinking-sthlm,www.nolongerbiork.se,AI & Fintech,Sweden,0.629334,,,
Bitnordex,5031536.0,"Sweden, Stockholm County, Norrmalm, 70 Klarabergsviadukten, 111 64",https://www.linkedin.com/company/bitnordex,www.bitnordex.com,"The EU regulated Fiat-Crypto Exchange Bitnordex has recently launched Its Operations in the heart of the Nordics and Scandinavia, In the Fintech Capital of the world, Stockholm Sweden. With the vision of becoming the biggest Fiat-Crypto Exchange in the European Region.  Bitnordex has brought all Fiat-Crypto services together under the same platform / domain.  Bitnordex is the first licensed Fiat-Crypto exchange platform with several advanced features such as, Fiat gateways*, Credit Card payments, Bank transfers, peer to peer OTC services with availability of trading in most local international currencies including the Scandinavian Sek, Nok, Dkk and many more, Margin trading is also unique for the Region, more than 150 Crypto trading pairs, with Fiat-Crypto trading pairs to be added in the coming days... Bitnordex Exchange is the strategic partner of Huobi Cloud in the European Region, and it is fully Compliant with the EU laws. Bitnordex has just started its operations from Stockholm with the near future vision to be the European´s Favorit Home Exchange. Until now, the cryptocurrency entuatists and traders in the Nordic region have been able to only purchase digital currencies with local brokers with local currencies, But never been able to trade. Following the international trading standards, A common misunderstanding by the potential local users in the nordic region is not truly understanding the real difference between a broker platform and a real Fiat-Crypto exchange. Therefore Bitnordex is now here to awaken the traders community from all walks in the European Continent. Peter Parviz Soumeh, CEO at Bitnordex, said “that without a doubt Bitnordex will become the No.1 fiat-crypto exchange in the Nordic region and Europe, because of the Secure and advanced technology, the Unmatched liquidity and all Unique features and functionalities within the platform… So the users do not have to jump between exchanges to receive different services as most of us have expe",Sweden,5.031536,,,
BROCC,24068192.0,"Sweden, Stockholm, Stockholm, 8 Biblioteksgatan, 11146",https://www.linkedin.com/company/brocc,www.brocc.se,"Brocc is a fintech company with a license to operate! We offer and develop value adding services to our customers, such as savings accounts and consumer lending, and we’re on a fast-track mission to simplify, and increase accessibility to fair financial consumer services for our customers.",Sweden,24.068192,,,
CapitalBox,92284640.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/capitalboxsme,www.capitalbox.com,"We're a trusted fintech lender dedicated to empowering small and medium-sized businesses across Europe. As part of Multitude Group’s growth platform since 2015, we provide fast, flexible, and tailored funding solutions to drive business innovation and growth. Our fully automated platform offers business loans of up to €2 million, delivered within minutes of a successful application. With a unique approach to risk assessment, a focus on speed, and personalized support, we make financing accessible for businesses often overlooked by traditional lenders. Headquartered in Finland, with offices in Sweden, Denmark, the Netherlands, and Lithuania, we’re proud to be part of a group committed to enabling financial success across Europe, with plans to expand into even more countries. Need funding for your business? Reach out to us at info@capitalbox.com",Sweden,92.28464,,,
Centiglobe,11320956.0,"Sweden, Stockholm, Stockholm, 2 Linnégatan, 11447",https://www.linkedin.com/company/centiglobe,www.centiglobe.com,"Centiglobe is a fintech building modern infrastructure for cross-border payments. Through Centiglobe Connect, banks and payment service providers join a member-based network powered by DLT technology. The platform uses tokenized bank deposits to enable predictable, traceable, instant, two-way global payments – without intermediaries or distributed pre-funding. Through the single API, members access into a trusted global network of peers to unlock new markets, reduce complexity, and streamline liquidity operations. Centiglobe Connect enables real-time settlement across borders, giving institutions of all sizes the tools to compete globally and future-proof their cross-border payment operations.",Sweden,11.320956,,,
Charly,2888183.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/charly-se,www.charly.se,"Charly is a fintech company solving financial inequalities that arise when starting a family. Even in today's Sweden, starting a family has a significantly greater negative economic impact on mothers than fathers. By analyzing wage statistics and parental data, inspired by Nobel laureate Claudia Goldin's research in economics, Charly tailors a ""Family Equality Benefits"" package that addresses, and reduces economic disparities between women and men during family formation. Our unique platform helps parents understand the economic effect of how they divide family responsibilities. To prevent the economic damages, we offer a Family Equality Insurance that helps you save up the money that you would otherwise loose out on, and protect it.  From now on all families can take action to become more financially equal with Charly.",Sweden,2.888183,,,
CMI Group,13836724.0,"Sweden, Stockholm, Stockholm, 13 Jakobsbergsgatan, 111 44",https://www.linkedin.com/company/jrs-group-ab,www.cmigroup.se,"CMI Group är ett svenskt investmentbolag som äger, utvecklar och driver bolag med fokus på långsiktigt värdeskapande. Vi investerar i företag med stark tillväxtpotential, särskilt inom fintech och branscher där vår expertis och vårt nätverk gör verklig skillnad. URVAL AV VÅRA BOLAG Kapitalförvaltning: PAM Capital - pamcapital.se Fintech: Moank Fintech Group - moankfintechgroup.se Moank - moank.se Fimento - fimento.com Moank Pay - moankpay.com Fastigheter: Iberian Yield Investment - iberianyield.com Property Invest - propertyin.se Private Equity: PEQ Invest - peqinvest.com Portföljbolag, PEQ Invest:  Bioteria - bioteria.com DRT Solutions - drtsolutions.eu InQuire - inquire.se NorthLab Photonics - northlabphotonics.com Cookin - cookin.se",Sweden,13.836724,,,
Comboloan AB,3773652.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/comboloan-ab,www.comboloan.se,"Comboloan grundades år 2000 med ambitionen att genom konsumentmakt kunna förbättra vanliga människors förhandlingsposition gällande bolån.  Besökare och medlemmar väljer själva om man använder Comboloans tjänster innan man själv förhandlar med banken, eller så tar man hjälp och låter Comboloan hitta bästa möjliga bolån.  Comboloan är med andra ord en riktig pionjär inom det vi idag kallar  ”fintech” och även om verkligheten och tekniken ser lite annorlunda ut idag, så är Comboloans strävan alltjämt att vara en plats dit man vänder sig för  att hitta det man söker gällande bolån.  Sedan hösten 2018 är Comboloan ett Bostadskreditinstitut, med tillstånd från Finansinspektionen om Bostadskreditförmedling, enligt lagen (2016:1024) om verksamhet med bostadskrediter 3 kap. 1 §.",Sweden,3.773652,,,
Conax Group AB Publ,628942.0,Sweden,https://www.linkedin.com/company/conaxtech,www.conaxgroup.com,"Conax Technology has since 2009 developed unique technologies for the financial industry. The main deliverable for Conax is the patented Multi-Tenancy Delegated Proof of Stake with a goal to deliver blockchain transactions with a speed of max 300ms. The integration of Conax Protocol is important for the financial market where centralized system can be insecure. Conax build typical Distributed Ledger Technologies (DLT) with Multi Tenancy principle. This mean to enable other to operate a secure Neobank and the Ledger is split over difference Node to be secure. The ledger for Conax is based on own develop MTDPoS protocol, this mean all transaction, money flow and account is not possible to be hacked or be able to give to 3party. All Tenancy users Vote democratic for what node the consensus will be done. Benefits: - The MTDPoS make it possible to choose and control what node you want to do the consensus in. - 21 main block producer, democratic voting by the main largest tenancy. - Support unlimited users and store transaction, wallets and main ledger. - Host multiple chain simultaneously. - Support 330ms contactless for the transaction, same as Mastercard demand. - Inter block communication - Conax main chain and all side chain have only one Conax token - Same BPS in all parallel chains. - One group of BPS runs Multiple MTDPoS chain Simultaneously. - All chain follow a unified Inflation reward policy. - Target chain will be selected by dApps.",Sweden,0.628942,,,
Creddo Group,4813638.0,"Sweden, Stockholm, Stockholm, 13b Grev Turegatan, 114 46",https://www.linkedin.com/company/creddo-ab,www.creddo.se,"Creddo is an innovative fintech company that offers a fully digital loan brokerage service to small and medium-sized enterprises (SMEs). We also have the ability to help large companies with a very high turnover to find the right loan. Since the start in 2019, we have processed thousands of loan applications from entrepreneurs in several different industries. Creddo is currently present in Sweden, Finland and the Netherlands and we are registered with the Swedish Financial Supervisory Authority. Sedan starten 2019 har vi behandlat tusentals ansökningar om lån från företagare inom flera olika branscher. Creddo finns idag i Sverige, Finland och Nederländerna och vi är registrerade hos Finansinspektionen.",Sweden,4.813638,,,
Datia,12996823.0,"Sweden, Stockholm, Stockholm, Stockholm, 11232",https://www.linkedin.com/company/datiaapp,www.datia.app,"As of September 23, 2025, Datia has joined forces with Connect Earth. We’re excited to continue our journey as part of CE. Follow us at https://www.linkedin.com/company/connect-earth-ltd/. ---  Datia is a climate fintech company on a mission to empower investors' transition to sustainable finance, serving asset managers, asset owners, third-party management companies, wealth advisors, and tech platforms.  Thanks to Datia’s solutions, investors can stay focused on their investment strategy, driving change in the world.  Datia’s software optimizes sustainable finance processes, offering traceable sustainability data, insights, and ready-to-share reports following the latest European frameworks: PAI Statement and Sustainable Investments for SFDR compliance; European ESG Template (EET); MiFID II end client reports; and EU Taxonomy. Investors can also access insights about ESG scores, controversial business involvements, and contributions to SDGs.  Founded in 2019 and headquartered in Stockholm, Sweden, Datia has a customer network with over $200B assets under management (AUM).",Sweden,12.996823,,,
EAktiebok,3342108.0,"Sweden, Stockholm, Stockholm, 3 Magnus Ladulåsgatan, 11863",https://www.linkedin.com/company/finregsolutions,www.eaktiebok.se,"eAktiebok är en nordisk fintech-plattform för onoterade bolag och deras ägare. Vi gör det enkelt att hantera aktieboken, genomföra emissioner och växa med nya investerare – tryggt, digitalt och enligt regelverket. En del av Alternativa Nordics AB sedan år 2025.",Sweden,3.342108,,,
EezyComply,1214692.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/eezycomply,www.eezycomply.com,"Revolutionizing AML Compliance: The EezyComply Way for iGaming and Fintechs. EezyComply was born out of the recognition that AML compliance for iGaming and fintech should be streamlined, efficient, and adaptable.  We saw an opportunity to revolutionize the AML compliance landscape, offering tailored solutions that understand and address the specific challenges faced by these industries. At EezyComply, we are not just another AML compliance solution provider. We are your partner in compliance excellence. We are here to: Delight Your Compliance Teams We focus exclusively on ensuring that your compliance teams are empowered to excel in their critical roles. Eezy Workflow provides them with the tools they need to thrive. Enhance Development Capacity Our solutions don't just fulfill compliance obligations; they liberate your in-house development capacity. This means you can redirect your focus toward improving your products, testing new features, and refining existing systems and processes. Our journey is one of simplicity, efficiency, and adaptability. We are here to make compliance with AML regulations easy for iGaming and fintech innovators. With EezyComply, you have a partner who understands your unique challenges and is dedicated to providing the solutions you need. Join us on this journey to transform your AML compliance from a burden into a strategic advantage. EezyComply is here to empower you, so you can continue to innovate and succeed in the fast-paced worlds of iGaming and fintech. Let's simplify compliance together!",Sweden,1.214692,,,
Eucaps,6625222.0,"Sweden, Stockholm, Stockholm, 3 Sandbacksgatan, 116 20",https://www.linkedin.com/company/eucaps-ltd-,eucaps.com,"A one-stop-shop for investors in European growth The SME sector is the backbone of the economy. Eucaps is an international fintech company that offers investors, banks and brokers easy access to the entire European market for publicly traded SME instruments, beyond borders. In short, we offer a one-stop-shop for investors in European growth.",Sweden,6.625222,,,
Euroclear GlobalWatch,7005115.0,"Sweden, Stockholm, Stockholm, 7 Kungsgatan, 111 43",https://www.linkedin.com/company/euroclear-globalwatch,www.euroclear-globalwatch.com,"Euroclear GlobalWatch the FinTech dedicated to Compliance for financial companies.  The digital platform enables companies to fulfill their obligations in a simple, fast and secure way.  Today, +1600 asset managers, fund distributors, institutional investors, Transfer agents, custodians, corporates, etc.  interact on a daily basis through the platform.   Compliance 2.0 :  - full control over data   - A standardized and exhaustive KYC questionnaire, meeting the requirements of the different European supervisory authorities - Fast and immediate collection of documents - Centralized counterpart analysis on a single platform - Instantaneous and automated reporting tool, adapted to internal standards (board, auditors) and external (supervisory authorities, external auditors) - A dashboard to follow and manage due diligence campaigns - A 'Broadcast' module allowing immediate communication to all counterparts, and centralizing all replies - Alerts and automatic reminders  - Screening service  - A customer service in more than 5 languages Euroclear GlobalWatch is a web tool that does not require any software installation. Securely accessible by URL link, it is available from anywhere with an internet connection. The immediate benefits are: - Up to 80% time saving  - Better control of the risks of sanctions  - Access to a global compliance network - Improved internal and external communication related to compliance. Website: www.euroclear-globalwatch.com",Sweden,7.005115,,,
FBTC Invest,1623141.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/fbtc-invest,fbtc.se,"FBTC is run by a committed team of professionals from varied fields, including investment banking, management consulting, fintech/payments, cyber security, telecom, among others. We use our expertise as the cornerstone for positioning investments, leveraging deep industry knowledge to strategically navigate and capitalise on growth opportunities. Sweet-spot investment is preferably between SEK 0.5M to SEK 2.0M and the startup company is on its way to be cashflow positive or already there.",Sweden,1.623141,,,
Fejron,3369546.0,"Sweden, Stockholm, Stockholm, 32 Malmskillnadsgatan",https://www.linkedin.com/company/fejron,www.fejron.com,"Founded with a vision for innovation in the fintech realm, Fejron has emerged as a frontrunner in Portfolio Monitoring Services. Our core mission is to empower active investors with unparalleled real-time insights into their portfolio companies, ensuring clarity and precision in a data-driven world. Key Features: • Direct Access to Real-time Data: Through our API integration, active investors gain immediate access to the latest data from portfolio companies. • Custom Analyses and Dashboards: Created specifically for different teams and strategies, they ensure every stakeholder gets precise, relevant insights. • Quality Assured KPIs: With Fejron, active investors can be confident in the accuracy of the KPIs they receive, moving beyond the traditional reliance on unchecked portfolio company data. • Efficient Reporting: Our calculations are API-driven, enabling investors to monitor more data points without adding to the reporting duties of their portfolio companies. • AI-Driven Insights: Our platform employs AI to offer deep and actionable strategies, harnessing the true potential of data. By leveraging advanced AI technology, Fejron equips investment professionals with the tools they need to uncover hidden patterns, optimize operational efficiencies, and make strategic decisions with confidence. It's not just about delivering data; it's about turning data into actionable insights that drive success.",Sweden,3.369546,,,
Fhird,628942.0,"Sweden, Västra Götaland, Göteborg, 17 Östra Hamngatan, 411 10",https://www.linkedin.com/company/fhird,www.fhird.com,"Fhird is a leading fintech company with a cutting edge end-to-end platform for loan brokerage. We are a small fintech company backed by one of Norways largest brokers. We're ambitious and playing to win. Agility is key and we can move faster than anyone out there. Already present in Norway, Denmark and Finland we have a solid solution that have been thoroughly battle tested. We're currently averaging over $20,000,000 in payouts every month. We handle more than 50 000 transactions every day, and the numbers are readily growing.",Sweden,0.628942,,,
Findec,3850910.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/findec-co,findec.co,"Findec, a non-profit foundation and a hub for fintechs, is the place where the fintech community can gather and grow. Our mission is to drive innovation and access to market, by helping to build companies and attracting talent through network, knowledge and collaboration. Through various initiatives and programs, events, a physical space and a digital community, we will provide opportunities for collaboration, growth and strategic partnerships.",Sweden,3.85091,,,
Finly AB,2517336.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/finlysverige,www.finly.se,"We just like to keep it simple! We are Finly the Fin-tech company that provides small and medium companies out there with fast loans for rainy or growth times.  Keeping it simple for us means saving you time and energy.  Know if your credit got approved in less than 3 minutes. Get your loan in 24 hours or less. We work to give you the most flexible credit line in the market, use it only when you need and stretch it if you want. - Check credit up to 1 500 000 kr. - No hidden fees. - Interest rates starting at 0,7%.",Sweden,2.517336,,,
Finnish Fintech Ecosystem Ltd,2270415.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/finnish-fintech-community-ltd,fintechecosystem.biz,"#Fintech Ecosystem for Scale-Up Business. Our vision is to build a well respected Community of Excellence for the #FinancialServices industry. We are collaborating with associations, tech houses, consultants, law firms and the whole financial services. The aim is to develop innovative, value added services for the end- customers in collaboration.  According to the latest IMF report, Finland is at the forefront of digitalisation. We have great basis for financial services innovation.",Sweden,2.270415,,,
Fintech Hub,1886826.0,"Sweden, Stockholm, Stockholm, 63 Klarabergsviadukten, 111 64",https://www.linkedin.com/company/fintechhubglobal,www.fintechhub.global,"Fintech Hub is Sweden's independent physical space for communication, collaboration, and cooperation that is tailored to the specific needs of the fintech community.",Sweden,1.886826,,,
Fintech Partner International AB,1257884.0,"Sweden, Stockholm, Stockholm, 56 Brahegatan, 11437",https://www.linkedin.com/company/fintechpartner,www.fintechpartner.net,"While working for a multinational corporation, public offices or start-ups, we have learned the hard way – how difficult it was to find an expert in the area of Fintech. You either had to face a long recruitment process and hire them or accept an extensive consultancy fee. We decided to cut out the middleman and connect you directly with the experts in your field. So straightforward and brilliant for both of us.",Sweden,1.257884,,,
Fondo,7701821.0,"Sweden, Stockholm, Stockholm, 3 Tegnérgatan, 11140",https://www.linkedin.com/company/wisory-group-ab-fondo,www.fondo.se,"Fondo is an SFSA-regulated platform that makes fund distribution simple, secure, and future-ready. We help fund companies, fintechs, and advisors launch and scale digital investment solutions under their own brand, without the burden of handling technical infrastructure or regulatory complexity. Through Fondo, partners get: - Access to all funds (1,000+) available on the Swedish market - Full custody, execution and settlement services - All major savings and investment account types We handle compliance, operations, and integrations, so even non-technical partners can focus entirely on growth, clients, and delivering great investment experiences. With Fondo, investing infrastructure is no longer a barrier, it’s a service.",Sweden,7.701821,,,
Frontvestor AB,628942.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/frontvestor,www.frontvestor.com,Frontvestor is a start-up within financial technology (FinTech). We create visualisation tools for the stock market. Our goal is to get more people to invest thir savings in stock.,Sweden,0.628942,,,
FTS Ventures,962727.0,"Sweden, Stockholm, Stockholm, 42 Mäster Samuelsgatan",https://www.linkedin.com/company/financial-tech-sweden-ab,www.fts.ventures,"Financial Tech Sweden AB was founded in 2013 in Stockholm by second generation fintech entrepreneurs. We incubates, builds, develops operationally and strategically invests in fintech companies in the Nordic and South America. We provide deep operational support to entrepreneurs and help them build market-leading companies.",Sweden,0.962727,,,
Handels FinTech Association,481363.0,"Sweden, Västra Götaland, Göteborg, 1 Vasagatan",https://www.linkedin.com/company/handels-fintech-association,handelsfintech.com,"Handels FinTech is a platform that provides students and participants with insights, knowledge and professional connections. Our vision is to bridge the gap between technology and business. The mission of the organization is to educate and connect students with stakeholders in emerging fields related to business and technology. Handels FinTech Association is a non-political, non-religious and non-profit student organization and was founded in 2020 as a part of Gothenburg’s School of Economics, Business and Law.",Sweden,0.481363,,,
Humla,4813638.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/humla-app,,"Humla is a part of the Axfood Group and we believe retail will change more in the coming decade than it has over the past century. We have therefore founded Humla, a fintech focusing on further developing the payment and loyalty offerings for retailers.",Sweden,4.813638,,,
Inbox Capital,2512386.0,"Sweden, Stockholm, Stockholm, 11 Hamngatan, 111 47",https://www.linkedin.com/company/inbox-capital-ab,www.inboxcap.com,"Based in Stockholm, Sweden, Inbox Capital is a family-owned investment company mainly focusing on disruptive and fast growing tech companies. We invest in various verticals, such as Fintech, Medtech, E-sports, B2B SaaS and Deep Social Networks.",Sweden,2.512386,,,
Infinipi,3776004.0,"Sweden, Stockholm, Stockholm",https://www.linkedin.com/company/lessmore,www.gutsend.com,"About Infinipi Open Banking ""Made in Sweden""! The business idea is simple - We offer APIs in Fintech easily and cheaply!. Infinipi has the Financial Supervisory Authority's permission to act as a third-party provider (TPP) according to the EU's second payment directive (PSD2), i.e. the Payment Initiation (PIS) and Account Information Services (AIS) services. This means that you can potentially reach all banks within the EU via us. Infinipi is owned by Jonas Nygren and Fredrik Kilenius, perhaps best known from IT Provider Ventures and Lessmore. Development and support takes place in Sweden in Swedish. Lean and mean - Low prices! Within the EU, PSD2 is the most common standard for Open Banking, which i.a. means that all citizens of the EU have the right to decide who should be able to see all transactions on their account or to initiate a payment. The bank may not charge any extra fee for it. The problem is that it is expensive and takes time to build systems that connect to the banks - We have solved it for you! Use a ready-made Solution with In Frame and you can be up and running the same day. Everyone knows what that means - Low costs! A Solution consists of a product that completes a transaction or account information and/or processes the information in the desired manner. and thus constitute a complete solution for a customer or an industry. And if you can't find what you're looking for, we can help you. Tell us what you want to do and we'll help you!",Sweden,3.776004,,,
InnoBridge.Tech,628942.0,"Sweden, Stockholm, Stockholm, 98 Sveavagen, 13200",https://www.linkedin.com/company/innobridge-tech,innobridge.tech,"a Stockholm based foundation, which acts as an Enabler to foster cooperation between Incumbents and Startups primarily in the area of Insurtech, RegTech and Fintech. A structured review, due-diligence and support processes enhance the communication between a different partner in the ecosystem to benefit from innovation transfers more efficiently.",Sweden,0.628942,,,
